"","datetimeAK","ODO.Psat.mn.adj","ODO.mgL.mn","Temp.C.int"
"114","2021-05-19 16:15:00",96.3,11.57,7.414
"115","2021-05-19 16:30:00",96.4363636363636,11.56,7.496
"116","2021-05-19 16:45:00",96.4,11.54,7.53418181818182
"117","2021-05-19 17:00:00",96.2363636363636,11.5227272727273,7.54345454545455
"118","2021-05-19 17:15:00",96.3454545454545,11.5136363636364,7.61836363636364
"119","2021-05-19 17:30:00",96.4,11.4972727272727,7.68890909090909
"120","2021-05-19 17:45:00",96.3,11.4809090909091,7.71745454545455
"121","2021-05-19 18:00:00",96.2181818181818,11.4727272727273,7.71581818181818
"122","2021-05-19 18:15:00",96.1090909090909,11.4654545454545,7.696
"123","2021-05-19 18:30:00",96,11.4572727272727,7.67527272727273
"124","2021-05-19 18:45:00",95.9545454545455,11.45,7.676
"125","2021-05-19 19:00:00",95.8727272727273,11.4390909090909,7.68227272727273
"126","2021-05-19 19:15:00",95.8,11.4290909090909,7.686
"127","2021-05-19 19:30:00",95.6545454545455,11.4118181818182,7.685
"128","2021-05-19 19:45:00",95.6363636363636,11.4072727272727,7.69609090909091
"129","2021-05-19 20:00:00",95.6,11.4,7.7
"130","2021-05-19 20:15:00",95.4818181818182,11.3854545454545,7.7
"131","2021-05-19 20:30:00",95.4454545454546,11.38,7.714
"132","2021-05-19 20:45:00",95.4,11.37,7.734
"133","2021-05-19 21:00:00",95.4,11.3627272727273,7.751
"134","2021-05-19 21:15:00",95.3,11.3509090909091,7.75754545454545
"135","2021-05-19 21:30:00",95.2363636363636,11.3409090909091,7.762
"136","2021-05-19 21:45:00",95.2,11.3327272727273,7.76
"137","2021-05-19 22:00:00",95.1,11.33,7.744
"138","2021-05-19 22:15:00",95,11.3227272727273,7.71463636363636
"139","2021-05-19 22:30:00",94.9,11.3236363636364,7.675
"140","2021-05-19 22:45:00",94.7636363636364,11.32,7.62554545454545
"141","2021-05-19 23:00:00",94.6363636363636,11.3245454545455,7.56690909090909
"142","2021-05-19 23:15:00",94.5,11.3218181818182,7.51572727272727
"143","2021-05-19 23:30:00",94.4,11.33,7.45227272727273
"144","2021-05-19 23:45:00",94.3,11.33,7.39618181818182
"145","2021-05-20 00:00:00",94.2,11.33,7.34
"146","2021-05-20 00:15:00",94.0545454545454,11.3336363636364,7.28390909090909
"147","2021-05-20 00:30:00",93.9363636363636,11.3345454545455,7.231
"148","2021-05-20 00:45:00",93.8,11.3363636363636,7.178
"149","2021-05-20 01:00:00",93.7545454545455,11.3409090909091,7.12290909090909
"150","2021-05-20 01:15:00",93.7,11.35,7.06518181818182
"151","2021-05-20 01:30:00",93.6,11.3554545454545,7.00863636363636
"152","2021-05-20 01:45:00",93.5,11.3581818181818,6.949
"153","2021-05-20 02:00:00",93.4,11.3654545454545,6.88863636363636
"154","2021-05-20 02:15:00",93.4,11.3827272727273,6.83218181818182
"155","2021-05-20 02:30:00",93.3727272727273,11.39,6.77372727272727
"156","2021-05-20 02:45:00",93.3,11.4,6.72118181818182
"157","2021-05-20 03:00:00",93.2,11.4,6.66590909090909
"158","2021-05-20 03:15:00",93.1454545454545,11.4145454545455,6.61027272727273
"159","2021-05-20 03:30:00",93,11.4118181818182,6.553
"160","2021-05-20 03:45:00",92.9454545454546,11.4218181818182,6.497
"161","2021-05-20 04:00:00",92.9,11.4354545454545,6.43618181818182
"162","2021-05-20 04:15:00",92.8363636363636,11.4427272727273,6.37609090909091
"163","2021-05-20 04:30:00",92.8090909090909,11.4581818181818,6.323
"164","2021-05-20 04:45:00",92.8,11.47,6.26290909090909
"165","2021-05-20 05:00:00",92.7,11.4790909090909,6.205
"166","2021-05-20 05:15:00",92.7,11.49,6.151
"167","2021-05-20 05:30:00",92.6,11.5,6.097
"168","2021-05-20 05:45:00",92.6,11.51,6.04427272727273
"169","2021-05-20 06:00:00",92.6,11.52,5.99881818181818
"170","2021-05-20 06:15:00",92.5,11.52,5.95981818181818
"171","2021-05-20 06:30:00",92.5,11.53,5.92181818181818
"172","2021-05-20 06:45:00",92.4636363636364,11.54,5.88672727272727
"173","2021-05-20 07:00:00",92.5,11.55,5.86627272727273
"174","2021-05-20 07:15:00",92.5,11.5590909090909,5.843
"175","2021-05-20 07:30:00",92.5,11.56,5.83372727272727
"176","2021-05-20 07:45:00",92.5090909090909,11.57,5.81709090909091
"177","2021-05-20 08:00:00",92.5,11.57,5.80963636363636
"178","2021-05-20 08:15:00",92.6,11.5781818181818,5.80818181818182
"179","2021-05-20 08:30:00",92.6,11.58,5.814
"180","2021-05-20 08:45:00",92.6,11.5827272727273,5.80427272727273
"181","2021-05-20 09:00:00",92.6909090909091,11.5854545454545,5.81527272727273
"182","2021-05-20 09:15:00",92.8,11.5909090909091,5.84763636363636
"183","2021-05-20 09:30:00",92.8363636363636,11.59,5.87309090909091
"184","2021-05-20 09:45:00",92.9,11.59,5.90681818181818
"185","2021-05-20 10:00:00",93,11.59,5.94036363636364
"186","2021-05-20 10:15:00",93.1,11.59,5.992
"187","2021-05-20 10:30:00",93.3,11.5936363636364,6.04045454545455
"188","2021-05-20 10:45:00",93.4,11.5972727272727,6.08572727272727
"189","2021-05-20 11:00:00",93.5,11.5972727272727,6.14590909090909
"190","2021-05-20 11:15:00",93.6,11.5854545454545,6.20372727272727
"191","2021-05-20 11:30:00",93.7,11.5836363636364,6.26109090909091
"192","2021-05-20 11:45:00",93.8454545454545,11.58,6.33045454545455
"193","2021-05-20 12:00:00",93.9090909090909,11.5709090909091,6.39518181818182
"194","2021-05-20 12:15:00",94.1,11.57,6.47
"195","2021-05-20 12:30:00",94.2727272727273,11.5663636363636,6.556
"196","2021-05-20 12:45:00",94.4,11.56,6.63763636363636
"197","2021-05-20 13:00:00",94.6,11.55,6.7230909090909
"198","2021-05-20 13:15:00",94.7,11.55,6.80854545454545
"199","2021-05-20 13:30:00",94.8,11.53,6.90527272727273
"200","2021-05-20 13:45:00",95,11.5354545454545,6.97472727272727
"201","2021-05-20 14:00:00",95.0909090909091,11.5136363636364,7.071
"202","2021-05-20 14:15:00",95.2,11.5,7.17218181818182
"203","2021-05-20 14:30:00",95.3,11.49,7.24409090909091
"204","2021-05-20 14:45:00",95.3,11.48,7.276
"205","2021-05-20 15:00:00",95.3909090909091,11.47,7.36045454545455
"206","2021-05-20 15:15:00",95.4,11.46,7.413
"207","2021-05-20 15:30:00",95.4,11.4472727272727,7.46154545454545
"208","2021-05-20 15:45:00",95.5454545454545,11.4363636363636,7.55727272727273
"209","2021-05-20 16:00:00",95.5,11.42,7.59672727272727
"210","2021-05-20 16:15:00",95.5181818181818,11.4,7.67618181818182
"211","2021-05-20 16:30:00",95.7,11.3909090909091,7.78936363636364
"212","2021-05-20 16:45:00",95.8,11.3745454545455,7.87154545454545
"213","2021-05-20 17:00:00",95.9,11.37,7.93436363636364
"214","2021-05-20 17:15:00",95.8,11.3581818181818,7.95409090909091
"215","2021-05-20 17:30:00",95.7454545454545,11.3445454545455,7.96772727272727
"216","2021-05-20 17:45:00",95.7,11.33,7.978
"217","2021-05-20 18:00:00",95.7,11.33,8.01354545454545
"218","2021-05-20 18:15:00",95.6363636363636,11.31,8.04763636363636
"219","2021-05-20 18:30:00",95.7,11.3090909090909,8.08336363636364
"220","2021-05-20 18:45:00",95.6,11.2872727272727,8.106
"221","2021-05-20 19:00:00",95.6,11.28,8.11372727272727
"222","2021-05-20 19:15:00",95.4454545454546,11.27,8.10509090909091
"223","2021-05-20 19:30:00",95.3818181818182,11.2618181818182,8.09545454545455
"224","2021-05-20 19:45:00",95.3,11.26,8.09181818181818
"225","2021-05-20 20:00:00",95.2,11.2454545454545,8.085
"226","2021-05-20 20:15:00",95.1,11.24,8.076
"227","2021-05-20 20:30:00",95.0909090909091,11.2363636363636,8.06954545454546
"228","2021-05-20 20:45:00",94.9,11.22,8.061
"229","2021-05-20 21:00:00",94.8818181818182,11.2181818181818,8.051
"230","2021-05-20 21:15:00",94.8,11.21,8.03818181818182
"231","2021-05-20 21:30:00",94.6,11.2,8.02036363636364
"232","2021-05-20 21:45:00",94.6,11.1990909090909,8.004
"233","2021-05-20 22:00:00",94.5,11.19,7.989
"234","2021-05-20 22:15:00",94.4,11.1881818181818,7.974
"235","2021-05-20 22:30:00",94.3,11.18,7.956
"236","2021-05-20 22:45:00",94.2363636363636,11.1763636363636,7.932
"237","2021-05-20 23:00:00",94.1,11.17,7.90281818181818
"238","2021-05-20 23:15:00",94,11.16,7.872
"239","2021-05-20 23:30:00",93.9,11.16,7.841
"240","2021-05-20 23:45:00",93.8,11.16,7.80872727272727
"241","2021-05-21 00:00:00",93.7,11.1509090909091,7.772
"242","2021-05-21 00:15:00",93.6,11.1545454545455,7.73163636363636
"243","2021-05-21 00:30:00",93.5363636363636,11.16,7.68936363636364
"244","2021-05-21 00:45:00",93.4,11.1554545454545,7.64409090909091
"245","2021-05-21 01:00:00",93.3909090909091,11.1636363636364,7.59718181818182
"246","2021-05-21 01:15:00",93.3,11.1654545454545,7.54936363636364
"247","2021-05-21 01:30:00",93.1909090909091,11.1690909090909,7.49736363636364
"248","2021-05-21 01:45:00",93.1,11.1745454545455,7.44863636363636
"249","2021-05-21 02:00:00",93,11.1745454545455,7.39990909090909
"250","2021-05-21 02:15:00",92.9,11.18,7.35345454545455
"251","2021-05-21 02:30:00",92.8,11.18,7.31054545454545
"252","2021-05-21 02:45:00",92.7363636363636,11.18,7.26718181818182
"253","2021-05-21 03:00:00",92.6727272727273,11.1809090909091,7.23009090909091
"254","2021-05-21 03:15:00",92.6,11.18,7.196
"255","2021-05-21 03:30:00",92.5,11.18,7.161
"256","2021-05-21 03:45:00",92.5,11.19,7.127
"257","2021-05-21 04:00:00",92.4,11.19,7.09463636363636
"258","2021-05-21 04:15:00",92.4,11.1954545454545,7.06218181818182
"259","2021-05-21 04:30:00",92.3,11.1918181818182,7.03136363636364
"260","2021-05-21 04:45:00",92.2727272727273,11.1945454545455,7.00027272727273
"261","2021-05-21 05:00:00",92.2545454545455,11.2,6.973
"262","2021-05-21 05:15:00",92.2181818181818,11.21,6.94
"263","2021-05-21 05:30:00",92.2,11.2145454545455,6.91
"264","2021-05-21 05:45:00",92.1,11.21,6.883
"265","2021-05-21 06:00:00",92.1545454545455,11.2236363636364,6.853
"266","2021-05-21 06:15:00",92.0363636363636,11.22,6.82772727272727
"267","2021-05-21 06:30:00",92.0909090909091,11.2281818181818,6.801
"268","2021-05-21 06:45:00",92,11.23,6.77918181818182
"269","2021-05-21 07:00:00",92,11.23,6.75727272727273
"270","2021-05-21 07:15:00",92,11.24,6.73954545454545
"271","2021-05-21 07:30:00",92,11.2472727272727,6.72063636363636
"272","2021-05-21 07:45:00",92,11.25,6.701
"273","2021-05-21 08:00:00",92,11.2509090909091,6.685
"274","2021-05-21 08:15:00",92,11.2509090909091,6.67027272727273
"275","2021-05-21 08:30:00",92,11.2627272727273,6.65845454545455
"276","2021-05-21 08:45:00",92.0090909090909,11.2672727272727,6.64881818181818
"277","2021-05-21 09:00:00",92,11.27,6.64427272727273
"278","2021-05-21 09:15:00",92.1,11.2781818181818,6.64018181818182
"279","2021-05-21 09:30:00",92.1,11.2763636363636,6.63590909090909
"280","2021-05-21 09:45:00",92.1,11.2781818181818,6.63309090909091
"281","2021-05-21 10:00:00",92.1,11.28,6.62790909090909
"282","2021-05-21 10:15:00",92.1,11.28,6.62409090909091
"283","2021-05-21 10:30:00",92.1,11.28,6.627
"284","2021-05-21 10:45:00",92.1545454545455,11.2854545454545,6.634
"285","2021-05-21 11:00:00",92.2,11.2872727272727,6.64563636363636
"286","2021-05-21 11:15:00",92.2454545454545,11.29,6.659
"287","2021-05-21 11:30:00",92.2636363636364,11.29,6.67
"288","2021-05-21 11:45:00",92.3,11.29,6.689
"289","2021-05-21 12:00:00",92.4,11.29,6.71754545454545
"290","2021-05-21 12:15:00",92.4,11.2890909090909,6.73836363636364
"291","2021-05-21 12:30:00",92.4,11.28,6.76890909090909
"292","2021-05-21 12:45:00",92.4545454545455,11.2790909090909,6.79045454545455
"293","2021-05-21 13:00:00",92.5,11.2772727272727,6.82
"294","2021-05-21 13:15:00",92.6,11.2745454545455,6.85745454545455
"295","2021-05-21 13:30:00",92.6,11.27,6.89781818181818
"296","2021-05-21 13:45:00",92.7,11.2690909090909,6.93063636363636
"297","2021-05-21 14:00:00",92.8909090909091,11.2681818181818,7.00972727272727
"298","2021-05-21 14:15:00",92.9,11.26,7.054
"299","2021-05-21 14:30:00",93.0090909090909,11.26,7.11636363636364
"300","2021-05-21 14:45:00",93.1363636363636,11.26,7.15718181818182
"301","2021-05-21 15:00:00",93.1090909090909,11.25,7.17236363636364
"302","2021-05-21 15:15:00",93.1272727272727,11.2463636363636,7.19372727272727
"303","2021-05-21 15:30:00",93.2636363636364,11.2463636363636,7.25081818181818
"304","2021-05-21 15:45:00",93.3,11.2463636363636,7.28209090909091
"305","2021-05-21 16:00:00",93.5,11.24,7.35390909090909
"306","2021-05-21 16:15:00",93.6,11.24,7.413
"307","2021-05-21 16:30:00",93.6,11.24,7.42472727272727
"308","2021-05-21 16:45:00",93.8,11.2381818181818,7.51318181818182
"309","2021-05-21 17:00:00",93.8,11.23,7.55554545454545
"310","2021-05-21 17:15:00",93.8090909090909,11.2236363636364,7.57509090909091
"311","2021-05-21 17:30:00",93.8272727272727,11.22,7.6
"312","2021-05-21 17:45:00",93.8545454545455,11.21,7.62990909090909
"313","2021-05-21 18:00:00",93.9454545454546,11.2090909090909,7.68890909090909
"314","2021-05-21 18:15:00",94,11.1990909090909,7.75136363636364
"315","2021-05-21 18:30:00",94,11.19,7.77827272727273
"316","2021-05-21 18:45:00",94,11.1818181818182,7.80590909090909
"317","2021-05-21 19:00:00",94,11.1745454545455,7.82345454545455
"318","2021-05-21 19:15:00",93.9181818181818,11.17,7.825
"319","2021-05-21 19:30:00",93.9090909090909,11.1681818181818,7.82218181818182
"320","2021-05-21 19:45:00",93.9,11.17,7.80945454545455
"321","2021-05-21 20:00:00",93.8090909090909,11.17,7.78409090909091
"322","2021-05-21 20:15:00",93.7272727272727,11.1654545454545,7.755
"323","2021-05-21 20:30:00",93.6727272727273,11.1672727272727,7.714
"324","2021-05-21 20:45:00",93.6,11.17,7.682
"325","2021-05-21 21:00:00",93.5545454545454,11.1690909090909,7.661
"326","2021-05-21 21:15:00",93.5,11.1636363636364,7.64
"327","2021-05-21 21:30:00",93.5,11.1736363636364,7.617
"328","2021-05-21 21:45:00",93.4,11.17,7.59227272727273
"329","2021-05-21 22:00:00",93.3727272727273,11.17,7.56836363636364
"330","2021-05-21 22:15:00",93.3,11.17,7.541
"331","2021-05-21 22:30:00",93.2090909090909,11.17,7.51
"332","2021-05-21 22:45:00",93.2,11.18,7.47945454545455
"333","2021-05-21 23:00:00",93.1909090909091,11.18,7.45
"334","2021-05-21 23:15:00",93.1,11.1854545454545,7.419
"335","2021-05-21 23:30:00",93.1,11.19,7.382
"336","2021-05-21 23:45:00",93,11.19,7.346
"337","2021-05-22 00:00:00",92.9,11.19,7.31
"338","2021-05-22 00:15:00",92.9,11.1981818181818,7.27245454545455
"339","2021-05-22 00:30:00",92.8,11.2,7.23672727272727
"340","2021-05-22 00:45:00",92.7636363636364,11.2,7.20254545454545
"341","2021-05-22 01:00:00",92.7,11.2009090909091,7.16972727272727
"342","2021-05-22 01:15:00",92.7,11.21,7.137
"343","2021-05-22 01:30:00",92.7,11.22,7.09936363636364
"344","2021-05-22 01:45:00",92.6636363636364,11.2290909090909,7.06081818181818
"345","2021-05-22 02:00:00",92.6818181818182,11.24,7.02181818181818
"346","2021-05-22 02:15:00",92.6090909090909,11.2454545454545,6.97818181818182
"347","2021-05-22 02:30:00",92.6,11.2554545454545,6.93409090909091
"348","2021-05-22 02:45:00",92.6,11.2672727272727,6.88790909090909
"349","2021-05-22 03:00:00",92.5727272727273,11.2727272727273,6.845
"350","2021-05-22 03:15:00",92.5454545454545,11.2890909090909,6.797
"351","2021-05-22 03:30:00",92.5,11.2909090909091,6.757
"352","2021-05-22 03:45:00",92.5,11.3,6.715
"353","2021-05-22 04:00:00",92.5636363636364,11.32,6.67590909090909
"354","2021-05-22 04:15:00",92.4272727272727,11.32,6.63745454545455
"355","2021-05-22 04:30:00",92.4090909090909,11.33,6.598
"356","2021-05-22 04:45:00",92.4,11.34,6.562
"357","2021-05-22 05:00:00",92.4272727272727,11.35,6.528
"358","2021-05-22 05:15:00",92.4090909090909,11.36,6.49609090909091
"359","2021-05-22 05:30:00",92.4909090909091,11.37,6.469
"360","2021-05-22 05:45:00",92.4454545454546,11.38,6.44054545454545
"361","2021-05-22 06:00:00",92.4545454545455,11.3854545454545,6.411
"362","2021-05-22 06:15:00",92.5,11.3981818181818,6.382
"363","2021-05-22 06:30:00",92.5090909090909,11.41,6.35309090909091
"364","2021-05-22 06:45:00",92.5,11.42,6.32927272727273
"365","2021-05-22 07:00:00",92.6,11.4345454545455,6.306
"366","2021-05-22 07:15:00",92.6,11.44,6.28136363636364
"367","2021-05-22 07:30:00",92.6727272727273,11.4545454545455,6.26
"368","2021-05-22 07:45:00",92.6636363636364,11.46,6.24218181818182
"369","2021-05-22 08:00:00",92.7454545454545,11.4736363636364,6.22745454545455
"370","2021-05-22 08:15:00",92.7454545454545,11.48,6.203
"371","2021-05-22 08:30:00",92.8,11.4972727272727,6.186
"372","2021-05-22 08:45:00",92.8,11.5,6.173
"373","2021-05-22 09:00:00",92.9,11.51,6.163
"374","2021-05-22 09:15:00",93,11.52,6.15754545454545
"375","2021-05-22 09:30:00",93,11.53,6.15
"376","2021-05-22 09:45:00",93.1,11.54,6.141
"377","2021-05-22 10:00:00",93.1363636363636,11.55,6.136
"378","2021-05-22 10:15:00",93.1818181818182,11.56,6.118
"379","2021-05-22 10:30:00",93.2,11.5672727272727,6.11272727272727
"380","2021-05-22 10:45:00",93.3,11.5790909090909,6.10054545454545
"381","2021-05-22 11:00:00",93.3,11.58,6.094
"382","2021-05-22 11:15:00",93.3,11.59,6.08536363636364
"383","2021-05-22 11:30:00",93.4,11.59,6.09354545454545
"384","2021-05-22 11:45:00",93.5,11.6036363636364,6.10654545454545
"385","2021-05-22 12:00:00",93.6,11.61,6.12009090909091
"386","2021-05-22 12:15:00",93.7,11.61,6.15027272727273
"387","2021-05-22 12:30:00",93.8,11.62,6.16172727272727
"388","2021-05-22 12:45:00",93.9,11.6227272727273,6.20309090909091
"389","2021-05-22 13:00:00",94,11.6236363636364,6.24209090909091
"390","2021-05-22 13:15:00",94.0272727272727,11.6272727272727,6.25609090909091
"391","2021-05-22 13:30:00",94.1454545454545,11.6345454545455,6.27145454545455
"392","2021-05-22 13:45:00",94.1909090909091,11.6309090909091,6.28572727272727
"393","2021-05-22 14:00:00",94.2,11.6390909090909,6.28754545454545
"394","2021-05-22 14:15:00",94.3,11.64,6.32427272727273
"395","2021-05-22 14:30:00",94.3636363636364,11.6409090909091,6.333
"396","2021-05-22 14:45:00",94.4,11.6418181818182,6.344
"397","2021-05-22 15:00:00",94.5,11.65,6.367
"398","2021-05-22 15:15:00",94.6,11.6554545454545,6.382
"399","2021-05-22 15:30:00",94.6,11.66,6.386
"400","2021-05-22 15:45:00",94.6,11.6545454545455,6.39654545454545
"401","2021-05-22 16:00:00",94.7,11.6618181818182,6.41372727272727
"402","2021-05-22 16:15:00",94.7,11.66,6.42
"403","2021-05-22 16:30:00",94.7363636363636,11.6609090909091,6.43009090909091
"404","2021-05-22 16:45:00",94.8090909090909,11.6636363636364,6.45590909090909
"405","2021-05-22 17:00:00",94.9,11.6618181818182,6.474
"406","2021-05-22 17:15:00",94.9545454545455,11.6627272727273,6.518
"407","2021-05-22 17:30:00",95.0909090909091,11.67,6.54527272727273
"408","2021-05-22 17:45:00",95.1,11.6654545454545,6.551
"409","2021-05-22 18:00:00",95.1363636363636,11.6645454545455,6.58109090909091
"410","2021-05-22 18:15:00",95.2,11.67,6.583
