"","datetimeAK","dateTime","agency_cd.x","site_no.x","discharge","X_00060_00000_cd","tz_cd.x","agency_cd.y","site_no.y","depth","X_00065_00000_cd","tz_cd.y"
"25",2022-05-07 05:45:00,2022-05-07 13:45:00,"USGS","15484000",159.422341781113,"A","UTC","USGS","15484000",2.904744,"A","UTC"
"26",2022-05-07 06:00:00,2022-05-07 14:00:00,"USGS","15484000",158.856010193969,"A","UTC","USGS","15484000",2.901696,"A","UTC"
"27",2022-05-07 06:15:00,2022-05-07 14:15:00,"USGS","15484000",160.555004955401,"A","UTC","USGS","15484000",2.91084,"A","UTC"
"28",2022-05-07 06:30:00,2022-05-07 14:30:00,"USGS","15484000",161.121336542546,"A","UTC","USGS","15484000",2.913888,"A","UTC"
"29",2022-05-07 06:45:00,2022-05-07 14:45:00,"USGS","15484000",158.856010193969,"A","UTC","USGS","15484000",2.901696,"A","UTC"
"30",2022-05-07 07:00:00,2022-05-07 15:00:00,"USGS","15484000",158.289678606824,"A","UTC","USGS","15484000",2.898648,"A","UTC"
"31",2022-05-07 07:15:00,2022-05-07 15:15:00,"USGS","15484000",158.856010193969,"A","UTC","USGS","15484000",2.901696,"A","UTC"
"32",2022-05-07 07:30:00,2022-05-07 15:30:00,"USGS","15484000",159.422341781113,"A","UTC","USGS","15484000",2.904744,"A","UTC"
"33",2022-05-07 07:45:00,2022-05-07 15:45:00,"USGS","15484000",159.422341781113,"A","UTC","USGS","15484000",2.904744,"A","UTC"
"34",2022-05-07 08:00:00,2022-05-07 16:00:00,"USGS","15484000",158.289678606824,"A","UTC","USGS","15484000",2.898648,"A","UTC"
"35",2022-05-07 08:15:00,2022-05-07 16:15:00,"USGS","15484000",158.289678606824,"A","UTC","USGS","15484000",2.898648,"A","UTC"
"36",2022-05-07 08:30:00,2022-05-07 16:30:00,"USGS","15484000",159.422341781113,"A","UTC","USGS","15484000",2.904744,"A","UTC"
"37",2022-05-07 08:45:00,2022-05-07 16:45:00,"USGS","15484000",156.590683845391,"A","UTC","USGS","15484000",2.889504,"A","UTC"
"38",2022-05-07 09:00:00,2022-05-07 17:00:00,"USGS","15484000",158.856010193969,"A","UTC","USGS","15484000",2.901696,"A","UTC"
"39",2022-05-07 09:15:00,2022-05-07 17:15:00,"USGS","15484000",159.422341781113,"A","UTC","USGS","15484000",2.904744,"A","UTC"
"40",2022-05-07 09:30:00,2022-05-07 17:30:00,"USGS","15484000",158.856010193969,"A","UTC","USGS","15484000",2.901696,"A","UTC"
"41",2022-05-07 09:45:00,2022-05-07 17:45:00,"USGS","15484000",159.422341781113,"A","UTC","USGS","15484000",2.904744,"A","UTC"
"42",2022-05-07 10:00:00,2022-05-07 18:00:00,"USGS","15484000",157.72334701968,"A","UTC","USGS","15484000",2.8956,"A","UTC"
"43",2022-05-07 10:15:00,2022-05-07 18:15:00,"USGS","15484000",159.422341781113,"A","UTC","USGS","15484000",2.904744,"A","UTC"
"44",2022-05-07 10:30:00,2022-05-07 18:30:00,"USGS","15484000",158.289678606824,"A","UTC","USGS","15484000",2.898648,"A","UTC"
"45",2022-05-07 10:45:00,2022-05-07 18:45:00,"USGS","15484000",156.024352258247,"A","UTC","USGS","15484000",2.886456,"A","UTC"
"46",2022-05-07 11:00:00,2022-05-07 19:00:00,"USGS","15484000",157.72334701968,"A","UTC","USGS","15484000",2.8956,"A","UTC"
"47",2022-05-07 11:15:00,2022-05-07 19:15:00,"USGS","15484000",155.458020671103,"A","UTC","USGS","15484000",2.883408,"A","UTC"
"48",2022-05-07 11:30:00,2022-05-07 19:30:00,"USGS","15484000",156.024352258247,"A","UTC","USGS","15484000",2.886456,"A","UTC"
"49",2022-05-07 11:45:00,2022-05-07 19:45:00,"USGS","15484000",156.590683845391,"A","UTC","USGS","15484000",2.889504,"A","UTC"
"50",2022-05-07 12:00:00,2022-05-07 20:00:00,"USGS","15484000",156.024352258247,"A","UTC","USGS","15484000",2.886456,"A","UTC"
"51",2022-05-07 12:15:00,2022-05-07 20:15:00,"USGS","15484000",158.289678606824,"A","UTC","USGS","15484000",2.898648,"A","UTC"
"52",2022-05-07 12:30:00,2022-05-07 20:30:00,"USGS","15484000",157.157015432536,"A","UTC","USGS","15484000",2.892552,"A","UTC"
"53",2022-05-07 12:45:00,2022-05-07 20:45:00,"USGS","15484000",157.157015432536,"A","UTC","USGS","15484000",2.892552,"A","UTC"
"54",2022-05-07 13:00:00,2022-05-07 21:00:00,"USGS","15484000",157.157015432536,"A","UTC","USGS","15484000",2.892552,"A","UTC"
"55",2022-05-07 13:15:00,2022-05-07 21:15:00,"USGS","15484000",157.72334701968,"A","UTC","USGS","15484000",2.8956,"A","UTC"
"56",2022-05-07 13:30:00,2022-05-07 21:30:00,"USGS","15484000",158.289678606824,"A","UTC","USGS","15484000",2.898648,"A","UTC"
"57",2022-05-07 13:45:00,2022-05-07 21:45:00,"USGS","15484000",156.024352258247,"A","UTC","USGS","15484000",2.886456,"A","UTC"
"58",2022-05-07 14:00:00,2022-05-07 22:00:00,"USGS","15484000",156.590683845391,"A","UTC","USGS","15484000",2.889504,"A","UTC"
"59",2022-05-07 14:15:00,2022-05-07 22:15:00,"USGS","15484000",156.024352258247,"A","UTC","USGS","15484000",2.886456,"A","UTC"
"60",2022-05-07 14:30:00,2022-05-07 22:30:00,"USGS","15484000",156.590683845391,"A","UTC","USGS","15484000",2.889504,"A","UTC"
"61",2022-05-07 14:45:00,2022-05-07 22:45:00,"USGS","15484000",156.590683845391,"A","UTC","USGS","15484000",2.889504,"A","UTC"
"62",2022-05-07 15:00:00,2022-05-07 23:00:00,"USGS","15484000",157.157015432536,"A","UTC","USGS","15484000",2.892552,"A","UTC"
"63",2022-05-07 15:15:00,2022-05-07 23:15:00,"USGS","15484000",157.157015432536,"A","UTC","USGS","15484000",2.892552,"A","UTC"
"64",2022-05-07 15:30:00,2022-05-07 23:30:00,"USGS","15484000",157.157015432536,"A","UTC","USGS","15484000",2.892552,"A","UTC"
"65",2022-05-07 15:45:00,2022-05-07 23:45:00,"USGS","15484000",156.024352258247,"A","UTC","USGS","15484000",2.886456,"A","UTC"
"66",2022-05-07 16:00:00,2022-05-08 00:00:00,"USGS","15484000",155.458020671103,"A","UTC","USGS","15484000",2.883408,"A","UTC"
"67",2022-05-07 16:15:00,2022-05-08 00:15:00,"USGS","15484000",156.590683845391,"A","UTC","USGS","15484000",2.889504,"A","UTC"
"68",2022-05-07 16:30:00,2022-05-08 00:30:00,"USGS","15484000",156.024352258247,"A","UTC","USGS","15484000",2.886456,"A","UTC"
"69",2022-05-07 16:45:00,2022-05-08 00:45:00,"USGS","15484000",157.72334701968,"A","UTC","USGS","15484000",2.8956,"A","UTC"
"70",2022-05-07 17:00:00,2022-05-08 01:00:00,"USGS","15484000",155.458020671103,"A","UTC","USGS","15484000",2.883408,"A","UTC"
"71",2022-05-07 17:15:00,2022-05-08 01:15:00,"USGS","15484000",156.590683845391,"A","UTC","USGS","15484000",2.889504,"A","UTC"
"72",2022-05-07 17:30:00,2022-05-08 01:30:00,"USGS","15484000",155.458020671103,"A","UTC","USGS","15484000",2.883408,"A","UTC"
"73",2022-05-07 17:45:00,2022-05-08 01:45:00,"USGS","15484000",156.024352258247,"A","UTC","USGS","15484000",2.886456,"A","UTC"
"74",2022-05-07 18:00:00,2022-05-08 02:00:00,"USGS","15484000",157.157015432536,"A","UTC","USGS","15484000",2.892552,"A","UTC"
"75",2022-05-07 18:15:00,2022-05-08 02:15:00,"USGS","15484000",156.590683845391,"A","UTC","USGS","15484000",2.889504,"A","UTC"
"76",2022-05-07 18:30:00,2022-05-08 02:30:00,"USGS","15484000",156.024352258247,"A","UTC","USGS","15484000",2.886456,"A","UTC"
"77",2022-05-07 18:45:00,2022-05-08 02:45:00,"USGS","15484000",162.820331303978,"A","UTC","USGS","15484000",2.923032,"A","UTC"
"78",2022-05-07 19:00:00,2022-05-08 03:00:00,"USGS","15484000",165.368823446128,"A","UTC","USGS","15484000",2.935224,"A","UTC"
"79",2022-05-07 19:15:00,2022-05-08 03:15:00,"USGS","15484000",162.820331303978,"A","UTC","USGS","15484000",2.923032,"A","UTC"
"80",2022-05-07 19:30:00,2022-05-08 03:30:00,"USGS","15484000",161.121336542546,"A","UTC","USGS","15484000",2.913888,"A","UTC"
"81",2022-05-07 19:45:00,2022-05-08 03:45:00,"USGS","15484000",159.988673368257,"A","UTC","USGS","15484000",2.907792,"A","UTC"
"82",2022-05-07 20:00:00,2022-05-08 04:00:00,"USGS","15484000",158.289678606824,"A","UTC","USGS","15484000",2.898648,"A","UTC"
"83",2022-05-07 20:15:00,2022-05-08 04:15:00,"USGS","15484000",158.289678606824,"A","UTC","USGS","15484000",2.898648,"A","UTC"
"84",2022-05-07 20:30:00,2022-05-08 04:30:00,"USGS","15484000",157.72334701968,"A","UTC","USGS","15484000",2.8956,"A","UTC"
"85",2022-05-07 20:45:00,2022-05-08 04:45:00,"USGS","15484000",159.988673368257,"A","UTC","USGS","15484000",2.907792,"A","UTC"
"86",2022-05-07 21:00:00,2022-05-08 05:00:00,"USGS","15484000",157.72334701968,"A","UTC","USGS","15484000",2.8956,"A","UTC"
"87",2022-05-07 21:15:00,2022-05-08 05:15:00,"USGS","15484000",158.856010193969,"A","UTC","USGS","15484000",2.901696,"A","UTC"
"88",2022-05-07 21:30:00,2022-05-08 05:30:00,"USGS","15484000",158.856010193969,"A","UTC","USGS","15484000",2.901696,"A","UTC"
"89",2022-05-07 21:45:00,2022-05-08 05:45:00,"USGS","15484000",158.289678606824,"A","UTC","USGS","15484000",2.898648,"A","UTC"
"90",2022-05-07 22:00:00,2022-05-08 06:00:00,"USGS","15484000",158.856010193969,"A","UTC","USGS","15484000",2.901696,"A","UTC"
"91",2022-05-07 22:15:00,2022-05-08 06:15:00,"USGS","15484000",159.422341781113,"A","UTC","USGS","15484000",2.904744,"A","UTC"
"92",2022-05-07 22:30:00,2022-05-08 06:30:00,"USGS","15484000",159.422341781113,"A","UTC","USGS","15484000",2.904744,"A","UTC"
"93",2022-05-07 22:45:00,2022-05-08 06:45:00,"USGS","15484000",160.555004955401,"A","UTC","USGS","15484000",2.91084,"A","UTC"
"94",2022-05-07 23:00:00,2022-05-08 07:00:00,"USGS","15484000",160.555004955401,"A","UTC","USGS","15484000",2.91084,"A","UTC"
"95",2022-05-07 23:15:00,2022-05-08 07:15:00,"USGS","15484000",160.555004955401,"A","UTC","USGS","15484000",2.91084,"A","UTC"
"96",2022-05-07 23:30:00,2022-05-08 07:30:00,"USGS","15484000",160.555004955401,"A","UTC","USGS","15484000",2.91084,"A","UTC"
"97",2022-05-07 23:45:00,2022-05-08 07:45:00,"USGS","15484000",161.121336542546,"A","UTC","USGS","15484000",2.913888,"A","UTC"
"98",2022-05-08 00:00:00,2022-05-08 08:00:00,"USGS","15484000",162.253999716834,"A","UTC","USGS","15484000",2.919984,"A","UTC"
"99",2022-05-08 00:15:00,2022-05-08 08:15:00,"USGS","15484000",161.68766812969,"A","UTC","USGS","15484000",2.916936,"A","UTC"
"100",2022-05-08 00:30:00,2022-05-08 08:30:00,"USGS","15484000",162.820331303978,"A","UTC","USGS","15484000",2.923032,"A","UTC"
"101",2022-05-08 00:45:00,2022-05-08 08:45:00,"USGS","15484000",162.820331303978,"A","UTC","USGS","15484000",2.923032,"A","UTC"
"102",2022-05-08 01:00:00,2022-05-08 09:00:00,"USGS","15484000",162.820331303978,"A","UTC","USGS","15484000",2.923032,"A","UTC"
"103",2022-05-08 01:15:00,2022-05-08 09:15:00,"USGS","15484000",162.820331303978,"A","UTC","USGS","15484000",2.923032,"A","UTC"
"104",2022-05-08 01:30:00,2022-05-08 09:30:00,"USGS","15484000",163.952994478267,"A","UTC","USGS","15484000",2.929128,"A","UTC"
"105",2022-05-08 01:45:00,2022-05-08 09:45:00,"USGS","15484000",165.368823446128,"A","UTC","USGS","15484000",2.935224,"A","UTC"
"106",2022-05-08 02:00:00,2022-05-08 10:00:00,"USGS","15484000",165.368823446128,"A","UTC","USGS","15484000",2.935224,"A","UTC"
"107",2022-05-08 02:15:00,2022-05-08 10:15:00,"USGS","15484000",165.368823446128,"A","UTC","USGS","15484000",2.935224,"A","UTC"
"108",2022-05-08 02:30:00,2022-05-08 10:30:00,"USGS","15484000",166.501486620416,"A","UTC","USGS","15484000",2.94132,"A","UTC"
"109",2022-05-08 02:45:00,2022-05-08 10:45:00,"USGS","15484000",167.067818207561,"A","UTC","USGS","15484000",2.944368,"A","UTC"
"110",2022-05-08 03:00:00,2022-05-08 11:00:00,"USGS","15484000",168.200481381849,"A","UTC","USGS","15484000",2.950464,"A","UTC"
"111",2022-05-08 03:15:00,2022-05-08 11:15:00,"USGS","15484000",167.634149794705,"A","UTC","USGS","15484000",2.947416,"A","UTC"
"112",2022-05-08 03:30:00,2022-05-08 11:30:00,"USGS","15484000",169.899476143282,"A","UTC","USGS","15484000",2.959608,"A","UTC"
"113",2022-05-08 03:45:00,2022-05-08 11:45:00,"USGS","15484000",169.333144556138,"A","UTC","USGS","15484000",2.95656,"A","UTC"
"114",2022-05-08 04:00:00,2022-05-08 12:00:00,"USGS","15484000",169.899476143282,"A","UTC","USGS","15484000",2.959608,"A","UTC"
"115",2022-05-08 04:15:00,2022-05-08 12:15:00,"USGS","15484000",167.634149794705,"A","UTC","USGS","15484000",2.947416,"A","UTC"
"116",2022-05-08 04:30:00,2022-05-08 12:30:00,"USGS","15484000",171.881636698287,"A","UTC","USGS","15484000",2.968752,"A","UTC"
"117",2022-05-08 04:45:00,2022-05-08 12:45:00,"USGS","15484000",171.315305111143,"A","UTC","USGS","15484000",2.965704,"A","UTC"
"118",2022-05-08 05:00:00,2022-05-08 13:00:00,"USGS","15484000",171.881636698287,"A","UTC","USGS","15484000",2.968752,"A","UTC"
"119",2022-05-08 05:15:00,2022-05-08 13:15:00,"USGS","15484000",172.447968285431,"A","UTC","USGS","15484000",2.9718,"A","UTC"
"120",2022-05-08 05:30:00,2022-05-08 13:30:00,"USGS","15484000",171.315305111143,"A","UTC","USGS","15484000",2.965704,"A","UTC"
"121",2022-05-08 05:45:00,2022-05-08 13:45:00,"USGS","15484000",173.58063145972,"A","UTC","USGS","15484000",2.977896,"A","UTC"
"122",2022-05-08 06:00:00,2022-05-08 14:00:00,"USGS","15484000",173.014299872575,"A","UTC","USGS","15484000",2.974848,"A","UTC"
"123",2022-05-08 06:15:00,2022-05-08 14:15:00,"USGS","15484000",173.58063145972,"A","UTC","USGS","15484000",2.977896,"A","UTC"
"124",2022-05-08 06:30:00,2022-05-08 14:30:00,"USGS","15484000",174.146963046864,"A","UTC","USGS","15484000",2.980944,"A","UTC"
"125",2022-05-08 06:45:00,2022-05-08 14:45:00,"USGS","15484000",176.129123601869,"A","UTC","USGS","15484000",2.990088,"A","UTC"
"126",2022-05-08 07:00:00,2022-05-08 15:00:00,"USGS","15484000",177.261786776157,"A","UTC","USGS","15484000",2.996184,"A","UTC"
"127",2022-05-08 07:15:00,2022-05-08 15:15:00,"USGS","15484000",176.695455189013,"A","UTC","USGS","15484000",2.993136,"A","UTC"
"128",2022-05-08 07:30:00,2022-05-08 15:30:00,"USGS","15484000",177.828118363302,"A","UTC","USGS","15484000",2.999232,"A","UTC"
"129",2022-05-08 07:45:00,2022-05-08 15:45:00,"USGS","15484000",177.261786776157,"A","UTC","USGS","15484000",2.996184,"A","UTC"
"130",2022-05-08 08:00:00,2022-05-08 16:00:00,"USGS","15484000",178.394449950446,"A","UTC","USGS","15484000",3.00228,"A","UTC"
"131",2022-05-08 08:15:00,2022-05-08 16:15:00,"USGS","15484000",176.695455189013,"A","UTC","USGS","15484000",2.993136,"A","UTC"
"132",2022-05-08 08:30:00,2022-05-08 16:30:00,"USGS","15484000",177.828118363302,"A","UTC","USGS","15484000",2.999232,"A","UTC"
"133",2022-05-08 08:45:00,2022-05-08 16:45:00,"USGS","15484000",177.261786776157,"A","UTC","USGS","15484000",2.996184,"A","UTC"
"134",2022-05-08 09:00:00,2022-05-08 17:00:00,"USGS","15484000",177.828118363302,"A","UTC","USGS","15484000",2.999232,"A","UTC"
"135",2022-05-08 09:15:00,2022-05-08 17:15:00,"USGS","15484000",178.96078153759,"A","UTC","USGS","15484000",3.005328,"A","UTC"
"136",2022-05-08 09:30:00,2022-05-08 17:30:00,"USGS","15484000",176.129123601869,"A","UTC","USGS","15484000",2.990088,"A","UTC"
"137",2022-05-08 09:45:00,2022-05-08 17:45:00,"USGS","15484000",177.261786776157,"A","UTC","USGS","15484000",2.996184,"A","UTC"
"138",2022-05-08 10:00:00,2022-05-08 18:00:00,"USGS","15484000",177.828118363302,"A","UTC","USGS","15484000",2.999232,"A","UTC"
"139",2022-05-08 10:15:00,2022-05-08 18:15:00,"USGS","15484000",178.394449950446,"A","UTC","USGS","15484000",3.00228,"A","UTC"
"140",2022-05-08 10:30:00,2022-05-08 18:30:00,"USGS","15484000",177.261786776157,"A","UTC","USGS","15484000",2.996184,"A","UTC"
"141",2022-05-08 10:45:00,2022-05-08 18:45:00,"USGS","15484000",175.562792014725,"A","UTC","USGS","15484000",2.98704,"A","UTC"
"142",2022-05-08 11:00:00,2022-05-08 19:00:00,"USGS","15484000",177.261786776157,"A","UTC","USGS","15484000",2.996184,"A","UTC"
"143",2022-05-08 11:15:00,2022-05-08 19:15:00,"USGS","15484000",178.394449950446,"A","UTC","USGS","15484000",3.00228,"A","UTC"
"144",2022-05-08 11:30:00,2022-05-08 19:30:00,"USGS","15484000",177.828118363302,"A","UTC","USGS","15484000",2.999232,"A","UTC"
"145",2022-05-08 11:45:00,2022-05-08 19:45:00,"USGS","15484000",176.695455189013,"A","UTC","USGS","15484000",2.993136,"A","UTC"
"146",2022-05-08 12:00:00,2022-05-08 20:00:00,"USGS","15484000",178.394449950446,"A","UTC","USGS","15484000",3.00228,"A","UTC"
"147",2022-05-08 12:15:00,2022-05-08 20:15:00,"USGS","15484000",177.828118363302,"A","UTC","USGS","15484000",2.999232,"A","UTC"
"148",2022-05-08 12:30:00,2022-05-08 20:30:00,"USGS","15484000",178.394449950446,"A","UTC","USGS","15484000",3.00228,"A","UTC"
"149",2022-05-08 12:45:00,2022-05-08 20:45:00,"USGS","15484000",176.129123601869,"A","UTC","USGS","15484000",2.990088,"A","UTC"
"150",2022-05-08 13:00:00,2022-05-08 21:00:00,"USGS","15484000",176.129123601869,"A","UTC","USGS","15484000",2.990088,"A","UTC"
"151",2022-05-08 13:15:00,2022-05-08 21:15:00,"USGS","15484000",176.129123601869,"A","UTC","USGS","15484000",2.990088,"A","UTC"
"152",2022-05-08 13:30:00,2022-05-08 21:30:00,"USGS","15484000",176.129123601869,"A","UTC","USGS","15484000",2.990088,"A","UTC"
"153",2022-05-08 13:45:00,2022-05-08 21:45:00,"USGS","15484000",174.146963046864,"A","UTC","USGS","15484000",2.980944,"A","UTC"
"154",2022-05-08 14:00:00,2022-05-08 22:00:00,"USGS","15484000",174.713294634008,"A","UTC","USGS","15484000",2.983992,"A","UTC"
"155",2022-05-08 14:15:00,2022-05-08 22:15:00,"USGS","15484000",175.562792014725,"A","UTC","USGS","15484000",2.98704,"A","UTC"
"156",2022-05-08 14:30:00,2022-05-08 22:30:00,"USGS","15484000",174.713294634008,"A","UTC","USGS","15484000",2.983992,"A","UTC"
"157",2022-05-08 14:45:00,2022-05-08 22:45:00,"USGS","15484000",175.562792014725,"A","UTC","USGS","15484000",2.98704,"A","UTC"
"158",2022-05-08 15:00:00,2022-05-08 23:00:00,"USGS","15484000",175.562792014725,"A","UTC","USGS","15484000",2.98704,"A","UTC"
"159",2022-05-08 15:15:00,2022-05-08 23:15:00,"USGS","15484000",175.562792014725,"A","UTC","USGS","15484000",2.98704,"A","UTC"
"160",2022-05-08 15:30:00,2022-05-08 23:30:00,"USGS","15484000",174.713294634008,"A","UTC","USGS","15484000",2.983992,"A","UTC"
"161",2022-05-08 15:45:00,2022-05-08 23:45:00,"USGS","15484000",174.713294634008,"A","UTC","USGS","15484000",2.983992,"A","UTC"
"162",2022-05-08 16:00:00,2022-05-09 00:00:00,"USGS","15484000",174.146963046864,"A","UTC","USGS","15484000",2.980944,"A","UTC"
"163",2022-05-08 16:15:00,2022-05-09 00:15:00,"USGS","15484000",174.713294634008,"A","UTC","USGS","15484000",2.983992,"A","UTC"
"164",2022-05-08 16:30:00,2022-05-09 00:30:00,"USGS","15484000",174.713294634008,"A","UTC","USGS","15484000",2.983992,"A","UTC"
"165",2022-05-08 16:45:00,2022-05-09 00:45:00,"USGS","15484000",175.562792014725,"A","UTC","USGS","15484000",2.98704,"A","UTC"
"166",2022-05-08 17:00:00,2022-05-09 01:00:00,"USGS","15484000",174.146963046864,"A","UTC","USGS","15484000",2.980944,"A","UTC"
"167",2022-05-08 17:15:00,2022-05-09 01:15:00,"USGS","15484000",173.58063145972,"A","UTC","USGS","15484000",2.977896,"A","UTC"
"168",2022-05-08 17:30:00,2022-05-09 01:30:00,"USGS","15484000",174.146963046864,"A","UTC","USGS","15484000",2.980944,"A","UTC"
"169",2022-05-08 17:45:00,2022-05-09 01:45:00,"USGS","15484000",174.713294634008,"A","UTC","USGS","15484000",2.983992,"A","UTC"
"170",2022-05-08 18:00:00,2022-05-09 02:00:00,"USGS","15484000",175.562792014725,"A","UTC","USGS","15484000",2.98704,"A","UTC"
"171",2022-05-08 18:15:00,2022-05-09 02:15:00,"USGS","15484000",174.713294634008,"A","UTC","USGS","15484000",2.983992,"A","UTC"
"172",2022-05-08 18:30:00,2022-05-09 02:30:00,"USGS","15484000",173.58063145972,"A","UTC","USGS","15484000",2.977896,"A","UTC"
"173",2022-05-08 18:45:00,2022-05-09 02:45:00,"USGS","15484000",175.562792014725,"A","UTC","USGS","15484000",2.98704,"A","UTC"
"174",2022-05-08 19:00:00,2022-05-09 03:00:00,"USGS","15484000",174.146963046864,"A","UTC","USGS","15484000",2.980944,"A","UTC"
"175",2022-05-08 19:15:00,2022-05-09 03:15:00,"USGS","15484000",175.562792014725,"A","UTC","USGS","15484000",2.98704,"A","UTC"
"176",2022-05-08 19:30:00,2022-05-09 03:30:00,"USGS","15484000",174.713294634008,"A","UTC","USGS","15484000",2.983992,"A","UTC"
"177",2022-05-08 19:45:00,2022-05-09 03:45:00,"USGS","15484000",175.562792014725,"A","UTC","USGS","15484000",2.98704,"A","UTC"
"178",2022-05-08 20:00:00,2022-05-09 04:00:00,"USGS","15484000",175.562792014725,"A","UTC","USGS","15484000",2.98704,"A","UTC"
"179",2022-05-08 20:15:00,2022-05-09 04:15:00,"USGS","15484000",174.713294634008,"A","UTC","USGS","15484000",2.983992,"A","UTC"
"180",2022-05-08 20:30:00,2022-05-09 04:30:00,"USGS","15484000",174.713294634008,"A","UTC","USGS","15484000",2.983992,"A","UTC"
"181",2022-05-08 20:45:00,2022-05-09 04:45:00,"USGS","15484000",176.695455189013,"A","UTC","USGS","15484000",2.993136,"A","UTC"
"182",2022-05-08 21:00:00,2022-05-09 05:00:00,"USGS","15484000",174.713294634008,"A","UTC","USGS","15484000",2.983992,"A","UTC"
"183",2022-05-08 21:15:00,2022-05-09 05:15:00,"USGS","15484000",174.713294634008,"A","UTC","USGS","15484000",2.983992,"A","UTC"
"184",2022-05-08 21:30:00,2022-05-09 05:30:00,"USGS","15484000",174.713294634008,"A","UTC","USGS","15484000",2.983992,"A","UTC"
"185",2022-05-08 21:45:00,2022-05-09 05:45:00,"USGS","15484000",175.562792014725,"A","UTC","USGS","15484000",2.98704,"A","UTC"
"186",2022-05-08 22:00:00,2022-05-09 06:00:00,"USGS","15484000",176.695455189013,"A","UTC","USGS","15484000",2.993136,"A","UTC"
"187",2022-05-08 22:15:00,2022-05-09 06:15:00,"USGS","15484000",177.261786776157,"A","UTC","USGS","15484000",2.996184,"A","UTC"
"188",2022-05-08 22:30:00,2022-05-09 06:30:00,"USGS","15484000",175.562792014725,"A","UTC","USGS","15484000",2.98704,"A","UTC"
"189",2022-05-08 22:45:00,2022-05-09 06:45:00,"USGS","15484000",175.562792014725,"A","UTC","USGS","15484000",2.98704,"A","UTC"
